acne antibiotic	d-t	0.197992	0.022306	-0.155795	0.23894	-0.336301	0.142125	0.129736	0.305304	0.118601	0.0934072	-0.0593587	0.312731	-0.168653	0.144806	-0.00142625	0.130523	-0.347488	0.0759435	0.330333	0.181795	-0.178552	-0.0689557	0.108033	-0.13773	-0.0157023	0.0823748	-0.239441	-0.0903063	0.403267	0.169666	-0.0353393	-0.14044	0.245966	0.104644	0.0315748	0.252507	0.115349	-0.0645673	0.128031	-0.0796002	0.114997	0.267847	0.205918	-0.00292365	-0.163454	-0.0203722	0.101561	-0.0184853	-0.168176	-0.0607701	-0.176775	0.0523377	-0.00679655	-0.220958	0.0674051	0.0226933	-0.141808	0.324723	-0.0497329	-0.214024	0.215381	0.0261832	-0.16688	0.0918283	-0.221396	0.034198	-0.0313061	-0.347866	0.0111907	0.125064	-0.1777	-0.119491	0.229319	0.166093	0.114738	0.156402	0.435112	0.184364	-0.212864	-0.0436357	-0.138973	0.0495654	-0.229546	0.21065	-0.317677	-0.0186812	0.0741765	-0.154018	0.0564976	-0.0372402	-0.219391	0.165998	0.113133	-0.310939	-0.129516	0.0371845	-0.0491861	0.113251	-0.0174791	-0.0399682	
acne laser	d-t	0.366515	0.30128	-0.0884063	0.207196	-0.200053	0.065581	0.33106	0.442927	0.0835869	0.0327957	-0.0683763	-0.0178239	0.102383	0.0489658	0.203545	-0.128873	-0.0146186	0.0455747	0.151731	0.0256753	-0.0201308	-0.220481	0.27739	0.1829	0.0568309	-0.123735	-0.371174	-0.0317389	-0.00867072	0.103647	0.0325973	-0.0729827	0.174296	0.0204103	0.0831424	0.585014	0.105703	-0.292509	-0.0125424	-0.346293	0.264671	0.122664	0.0661286	0.0624738	0.101918	0.0276944	0.0503513	0.371963	-0.0562757	-0.148221	-0.358083	-0.0923909	-0.0425206	-0.230001	-0.106191	0.185614	-0.183011	0.312407	-0.124016	-0.222511	0.424146	0.22151	-0.366643	0.337036	0.213651	0.0523631	-0.121981	-0.268247	-0.268916	0.188615	-0.301296	0.0209183	0.423044	0.0944356	0.13893	0.102498	0.467619	0.382722	-0.153182	0.0665508	0.0695048	0.0432167	-0.243948	0.251635	0.0743787	-0.32825	0.0902793	-0.173923	0.018311	-0.0697344	-0.168751	-0.0498771	0.140914	-0.192147	0.102749	-0.168382	-0.0581012	0.160456	0.166204	-0.172647	
acne corticosteroid	d-t	0.144205	-0.0617917	0.0350596	-0.174613	-0.0816938	0.184527	0.29172	0.431422	0.074686	0.304643	-0.0409527	0.276707	-0.219236	0.10739	0.00352204	-0.388429	-0.398567	0.243685	0.0459102	-0.0446279	-0.231251	-0.213595	0.0766543	0.247272	0.0568988	0.135903	-0.448595	-0.238185	0.508211	-0.075833	-0.165612	0.0265366	0.391182	-0.0971189	-0.0809439	0.289227	-0.130261	-0.293571	-0.0359994	0.0173455	0.287911	0.14552	-0.134472	-0.120734	0.0766293	-0.0819534	0.0823698	-0.319387	-0.128608	0.066718	-0.424064	-0.0789314	-0.089397	-0.0658966	-0.146285	-0.0123746	-0.00272328	0.161019	-0.0130206	-0.150442	0.190508	-0.0772865	-0.386365	-0.0241861	-0.219088	0.0420607	-0.0360813	-0.104604	-0.102548	0.149574	-0.119711	-0.0925446	0.434625	0.185909	0.331808	0.106498	0.467055	0.232929	0.00451705	0.0987261	-0.0862079	0.252754	-0.25823	0.0533622	-0.027992	-0.0351718	-0.00215256	-0.00718851	0.0416465	-0.255306	-0.170008	0.0572544	0.171756	-0.109834	-0.265662	-0.164476	0.0932431	0.204327	-0.29913	0.162006	
allergy cortisone	d-t	-0.0696435	-0.0739552	-0.0490459	-0.224395	-0.206266	0.0920194	0.307388	0.189757	0.01822	0.0710131	-0.01734	-0.0208955	0.083939	0.154652	0.0381947	-0.512659	-0.157264	0.288205	-0.166316	0.00897672	0.0324684	0.129415	-0.313944	0.154388	-0.129269	-0.197173	-0.227332	0.105907	-0.115148	-0.375118	-0.0862749	0.18124	0.166659	0.151471	-0.333193	-0.0257362	-0.166182	-0.166762	0.279259	-0.323695	0.0853644	0.211084	-0.135734	-0.075836	-0.0295555	-0.093544	0.214806	0.286845	0.475718	0.0353089	-0.214498	-0.069022	-0.0482926	0.355205	-0.157031	-0.0379907	-0.101018	0.322324	-0.150546	0.217921	0.0256353	-0.273811	-0.129315	-0.123302	-0.206461	0.259221	0.0729667	-0.106101	0.0441144	-0.274909	-0.156362	-0.316978	0.129319	-0.118099	-0.0409275	0.08389	0.162672	0.273514	0.109507	0.0689627	-0.0426021	0.14991	-0.0445774	-0.152047	-0.0596483	-0.0254397	-0.0175116	0.00745476	-0.081494	-0.175213	-0.119483	0.173926	-0.316043	-0.0421633	-0.253714	-0.211619	-0.0956509	0.0573392	-0.107529	0.28138	
allergy dexamethasone	d-t	-0.106885	0.183557	-0.125928	-0.386541	-0.0176158	-0.0643399	0.394753	0.34228	0.0262128	0.0982652	0.189691	0.281002	-0.216917	0.0797574	-0.134652	-0.237536	-0.284497	-0.0188268	0.19754	0.116361	-0.299588	0.214694	-0.581287	0.0196778	-0.28912	-0.18163	-0.175247	0.177148	0.0997245	-0.116344	-0.330187	0.405012	-0.00753078	0.19715	-0.31172	-0.51495	-0.370604	-0.289277	-0.0473849	0.132896	0.28441	0.0456734	-0.1297	-0.0431599	-0.0919661	-0.0650523	-0.0151412	-0.136333	0.399943	0.138485	-0.142043	-0.0842733	-0.0396324	0.252588	-0.00304531	-0.0427887	-0.010924	0.31102	-0.14876	0.16756	0.0893767	0.0246495	-0.20062	-0.137726	-0.706839	0.214397	0.103568	-0.0758946	-0.0158764	-0.0162953	-0.138181	-0.46711	0.0277122	-0.260558	0.0629676	0.207994	0.222141	0.150133	0.316546	-0.453017	-0.118455	0.299774	-0.0976058	-0.176561	0.00707143	-0.0856201	0.0138886	0.150456	-0.123693	-0.377652	-0.249466	0.160816	-0.437522	0.290203	-0.22284	0.0234766	-0.0744522	-0.00342081	-0.0880399	0.537725	
arthritis corticosteroid	d-t	-0.220476	-0.173857	0.163151	-0.308091	0.00735448	0.111857	0.093884	0.355848	-0.310092	0.252987	0.0647323	0.12124	0.0878469	-0.348232	-0.0543348	-0.276545	-0.336194	0.0672902	-0.196838	-0.3889	-0.14158	-0.206731	-0.422459	-0.0174002	0.0143755	0.195455	-0.443447	-0.0400836	0.453901	-0.365554	-0.147966	-0.0461255	0.311141	0.15348	-0.0401903	0.113061	-0.290035	-0.180602	-0.0280496	0.0834802	0.547148	0.0907814	-0.254918	-0.138194	-0.0231448	-0.15596	0.10442	-0.053233	-0.0104136	0.0296975	-0.017002	-0.0262127	-0.0347577	-0.0688424	-0.0582352	0.0597515	0.0598373	-0.0445431	-0.0344617	0.221734	-0.0845905	-0.13516	-0.461431	-0.136144	-0.339543	-0.288524	-0.221115	0.0165522	0.027571	-0.118349	0.0179516	-0.116355	0.230477	0.204389	-0.0834737	-0.260072	0.413625	0.303134	0.0292189	0.345482	-0.0433358	-0.0031665	-0.148138	0.0168175	0.220428	-0.0873718	-0.0629895	-0.0160442	-0.124072	-0.125339	-0.293671	-0.12569	-0.137034	-0.136075	-0.146551	0.0212612	0.140893	-0.0903393	-0.24171	0.429185	
asthma cannabis	d-t	0.0694175	0.145364	-0.061929	0.275956	-0.257406	0.140023	0.0308286	-0.0523435	-0.261396	-0.0991585	0.205141	-0.0545486	0.115234	-0.156295	0.0606478	0.298604	-0.0782071	-0.214413	0.0769495	0.018875	-0.0234747	0.169426	-0.0929294	0.140385	-0.107289	0.111615	0.0695295	0.150295	0.315781	0.250817	0.03836	-0.161381	-0.167363	0.206517	0.0960987	-0.316483	-0.0182007	-0.110857	-0.163773	-0.192464	0.119658	-0.33611	0.142482	-0.170471	0.0608135	-0.0820711	0.0411546	0.196635	-0.226424	0.0633314	0.125911	0.0224607	-0.0650081	-0.204659	0.078561	-0.0895486	-0.0661849	0.149269	0.0199544	0.0906451	-0.0567573	0.108791	-0.315056	0.199583	0.140017	-0.114243	0.0974344	0.218104	0.0205944	0.0389088	0.0926124	0.13412	0.303173	0.342983	-0.0726915	-0.143254	0.215982	0.091252	-0.0857757	0.163731	-0.0132722	-0.274038	-0.0327998	0.138258	0.069199	-0.170492	0.0887881	0.0493065	-0.0812559	0.300516	-0.304909	0.11061	0.204285	-0.266981	-0.00458454	-0.197744	0.063778	-0.0969914	-0.0575107	0.0386174	
asthma theophylline	d-t	-0.13193	0.17164	-0.102567	-0.229036	-0.343257	0.188207	0.309226	0.389425	-0.26206	-0.12102	0.454501	0.451408	-0.16851	0.0164648	-0.021799	-0.103825	-0.0631516	-0.170211	-0.000812195	0.00612837	-0.14279	0.0275096	-0.486429	0.187866	-0.0554062	-0.0123049	-0.0844167	0.24495	0.511531	-0.120496	-0.0176182	0.360668	0.25316	0.127692	-0.0538045	-0.232965	-0.342031	-0.46139	0.0826877	-0.10256	0.174855	-0.0489456	-0.340396	-0.0489171	-0.181906	-0.229654	0.0738216	-0.0107877	-0.0269187	0.023	-0.0332464	-0.184842	-0.0501381	0.142721	0.0655891	-0.167052	0.0261177	0.16234	-0.20785	0.329565	-0.114489	0.0546535	-0.360583	0.111529	-0.340389	0.0880827	-0.226047	-0.141513	-0.20923	-0.236019	0.145089	-0.0691134	-0.25134	0.3261	0.210265	0.00218043	0.116307	0.253952	0.191443	-0.0708157	-0.103719	0.193438	0.0503602	0.0891523	-0.0513225	-0.254223	0.233366	0.159837	-0.168287	-0.0777177	-0.558287	0.164101	-0.208652	-0.196549	-0.272202	0.159109	-0.267834	-0.0797925	-0.310401	0.182846	
autism cannabis	d-t	0.0180723	0.0468758	0.0514389	0.160631	-0.138857	-0.0674135	0.0195171	-0.134792	-0.310886	-0.0898327	0.155165	-0.0777813	0.0347581	-0.103171	-0.0848421	-0.00693193	0.156389	-0.0973241	-0.017709	-0.0129445	-0.167439	0.118317	0.0221688	0.0417416	-0.149509	0.139068	-0.240148	0.0829275	0.113796	0.200485	-0.195486	0.0131003	-0.29627	0.287746	0.103976	-0.299341	0.133714	0.000381961	0.0869143	0.0583128	-0.118674	-0.247826	-0.101602	-0.345139	0.00117971	-0.190664	-0.112619	0.247973	-0.13768	-0.0516625	0.0846036	-0.127391	0.0887909	-0.174549	0.181444	-0.189814	-0.0481736	0.11843	0.212248	-0.0285102	-0.17135	0.0332981	-0.313478	-0.0312151	-0.0895307	0.0125917	0.00177348	0.093842	0.111052	0.0621623	0.0916782	0.180428	0.216887	0.137633	-0.224378	-0.0277791	-0.0705374	0.24453	0.262439	0.0110003	-0.0031404	-0.248942	-0.0740268	0.0988067	0.0365	-0.0753904	-0.0120235	-0.0414814	-0.108415	-0.0436711	-0.00902954	-0.0212034	0.154496	0.112236	-0.169212	0.0426008	0.0419035	-0.148585	-0.0341508	0.0709808	
autism antidepressant	d-t	0.00934225	-0.0621842	0.0253792	-0.141067	-0.158451	0.0186663	0.106647	0.2915	-0.330691	0.102773	0.201988	0.386784	-0.280348	0.0251839	-0.00362066	-0.346282	0.0208158	-0.00437701	0.0958567	0.107062	-0.124294	-0.103952	-0.0826111	-0.0343536	0.0902651	0.0232936	-0.282846	-0.0589629	0.178619	-0.012382	-0.247821	0.383876	0.0745527	0.33516	0.0140008	-0.0840517	-0.213729	0.0747253	0.358363	0.110526	-0.148041	-0.0541763	-0.367146	-0.174752	-0.560452	-0.138271	-0.284376	0.136361	-0.0726313	-0.16228	-0.0629991	-0.118316	0.0802024	-0.128185	0.317502	-0.0487795	0.250897	0.0931831	0.0971317	0.0324566	-0.0934094	-0.0686117	-0.13584	-0.0468841	-0.456139	-0.0340941	-0.197487	0.00928669	0.0595908	0.0779548	0.0730595	-0.215962	-0.125256	0.0941607	0.00578199	0.0706808	0.041279	0.398873	0.335286	-0.224307	-0.182296	0.0985132	-0.122159	0.297738	0.133252	0.113024	0.132795	-0.147854	-0.0916214	-0.271347	0.167784	0.149284	-0.183867	0.203363	-0.251457	0.0620857	-0.17003	-0.0692129	-0.217586	0.280347	
